ts_server,watt,voltage,current,frequency,energy_kwh,pf,source,timestamp
1766862454079,22.0,225.5,0.099,50.0,4.374,0.99,json_import,2025-12-27 19:07:34.079
1766862754708,22.0,223.2,0.1,50.0,4.376,0.99,json_import,2025-12-27 19:12:34.708
1766863054068,21.9,225.0,0.1,49.9,4.378,0.97,json_import,2025-12-27 19:17:34.068
1766863354082,21.3,225.60001,0.096,50.0,4.38,0.98,json_import,2025-12-27 19:22:34.082
1766863654213,21.5,224.39999,0.097,50.0,4.382,0.99,json_import,2025-12-27 19:27:34.213
1766863954075,21.1,224.10001,0.096,50.0,4.383,0.98,json_import,2025-12-27 19:32:34.075
1766864254108,21.8,226.7,0.099,50.0,4.385,0.97,json_import,2025-12-27 19:37:34.108
1766864554230,21.5,226.60001,0.097,49.9,4.387,0.98,json_import,2025-12-27 19:42:34.230
1766864854094,21.2,224.3,0.096,50.0,4.389,0.98,json_import,2025-12-27 19:47:34.094
1766865154108,27.1,223.8,0.127,50.0,4.391,0.95,json_import,2025-12-27 19:52:34.108
1766865454225,26.5,226.0,0.124,50.0,4.393,0.95,json_import,2025-12-27 19:57:34.225
1766865754105,26.3,226.7,0.123,49.9,4.395,0.94,json_import,2025-12-27 20:02:34.105
1766866054127,26.1,226.3,0.122,49.9,4.397,0.95,json_import,2025-12-27 20:07:34.127
1766866354721,23.7,226.39999,0.11,50.0,4.399,0.95,json_import,2025-12-27 20:12:34.721
1766866654131,22.4,224.5,0.105,50.0,4.401,0.95,json_import,2025-12-27 20:17:34.131
1766866954147,22.4,225.89999,0.105,50.0,4.403,0.94,json_import,2025-12-27 20:22:34.147
1766867254326,22.2,225.39999,0.104,50.0,4.405,0.95,json_import,2025-12-27 20:27:34.326
1766867554142,22.5,227.60001,0.105,50.0,4.407,0.94,json_import,2025-12-27 20:32:34.142
1766867854144,22.4,226.5,0.105,50.0,4.409,0.94,json_import,2025-12-27 20:37:34.144
1766868154320,22.5,226.3,0.106,50.0,4.411,0.94,json_import,2025-12-27 20:42:34.320
1766868454152,22.3,224.8,0.105,49.9,4.413,0.94,json_import,2025-12-27 20:47:34.152
1766868754179,22.3,226.10001,0.105,50.0,4.414,0.94,json_import,2025-12-27 20:52:34.179
1766869054312,19.9,226.10001,0.091,50.0,4.416,0.97,json_import,2025-12-27 20:57:34.312
1766869354165,22.6,227.3,0.103,50.0,4.418,0.97,json_import,2025-12-27 21:02:34.165
1766869654181,22.5,226.7,0.103,50.0,4.42,0.96,json_import,2025-12-27 21:07:34.181
1766869954817,22.7,226.89999,0.104,50.0,4.422,0.96,json_import,2025-12-27 21:12:34.817
1766870254185,19.9,226.0,0.091,50.0,4.424,0.97,json_import,2025-12-27 21:17:34.185
1766870554190,19.9,226.3,0.091,50.0,4.425,0.97,json_import,2025-12-27 21:22:34.190
1766870854358,20.0,227.3,0.091,50.0,4.427,0.97,json_import,2025-12-27 21:27:34.358
1766871154209,20.0,225.3,0.091,49.9,4.429,0.98,json_import,2025-12-27 21:32:34.209
1766871454225,19.8,224.2,0.091,49.9,4.43,0.97,json_import,2025-12-27 21:37:34.225
1766871754247,20.0,226.89999,0.091,49.9,4.432,0.97,json_import,2025-12-27 21:42:34.247
1766872054232,19.9,227.2,0.09,49.9,4.434,0.97,json_import,2025-12-27 21:47:34.232
1766872354231,19.8,226.2,0.09,50.0,4.435,0.97,json_import,2025-12-27 21:52:34.231
1766872654238,20.1,229.89999,0.09,50.0,4.437,0.97,json_import,2025-12-27 21:57:34.238
1766872954207,19.8,227.89999,0.09,49.9,4.439,0.97,json_import,2025-12-27 22:02:34.207
1766873254226,22.5,227.3,0.103,50.0,4.44,0.96,json_import,2025-12-27 22:07:34.226
1766873554817,25.1,227.60001,0.118,50.0,4.442,0.93,json_import,2025-12-27 22:12:34.817
1766873854235,24.5,225.2,0.116,50.0,4.444,0.94,json_import,2025-12-27 22:17:34.235
1766874154229,22.7,226.89999,0.106,50.0,4.446,0.94,json_import,2025-12-27 22:22:34.229
1766874454329,22.5,227.60001,0.105,50.0,4.448,0.94,json_import,2025-12-27 22:27:34.329
1766874754255,22.5,229.0,0.105,50.0,4.45,0.94,json_import,2025-12-27 22:32:34.255
1766875054230,22.2,224.60001,0.104,50.0,4.452,0.95,json_import,2025-12-27 22:37:34.230
1766875354426,22.3,227.10001,0.104,49.9,4.454,0.94,json_import,2025-12-27 22:42:34.426
