ts_server,watt,voltage,current,frequency,energy_kwh,pf,source,timestamp
1767040056129,18.6,230.3,0.084,50.0,5.321,0.96,json_import,2025-12-29 20:27:36.129
1767040356157,18.6,231.39999,0.084,50.0,5.323,0.96,json_import,2025-12-29 20:32:36.157
1767040656134,18.5,229.39999,0.084,49.9,5.324,0.96,json_import,2025-12-29 20:37:36.134
1767040956131,18.6,231.7,0.084,50.0,5.326,0.96,json_import,2025-12-29 20:42:36.131
1767041256167,18.4,229.3,0.083,50.0,5.327,0.97,json_import,2025-12-29 20:47:36.167
1767041556154,18.4,228.60001,0.083,50.0,5.329,0.97,json_import,2025-12-29 20:52:36.154
1767041856146,18.3,229.8,0.083,49.9,5.33,0.96,json_import,2025-12-29 20:57:36.146
1767042156325,18.1,230.39999,0.082,50.0,5.332,0.96,json_import,2025-12-29 21:02:36.325
1767042456833,4.4,230.89999,0.025,49.9,5.333,0.76,json_import,2025-12-29 21:07:36.833
1767042756175,20.5,228.8,0.094,49.9,5.334,0.95,json_import,2025-12-29 21:12:36.175
1767043056321,20.8,229.7,0.095,49.9,5.336,0.95,json_import,2025-12-29 21:17:36.321
1767043356171,23.1,228.2,0.109,50.0,5.338,0.93,json_import,2025-12-29 21:22:36.171
1767043656188,23.2,230.10001,0.11,50.0,5.339,0.92,json_import,2025-12-29 21:27:36.188
1767043956211,20.8,228.39999,0.097,50.0,5.341,0.94,json_import,2025-12-29 21:32:36.211
1767044256166,6.5,229.3,0.035,50.0,5.343,0.81,json_import,2025-12-29 21:37:36.166
1767044556178,19.7,229.0,0.093,49.9,5.344,0.93,json_import,2025-12-29 21:42:36.178
1767044856326,20.5,228.2,0.096,49.9,5.345,0.94,json_import,2025-12-29 21:47:36.326
1767045156166,20.6,229.39999,0.097,50.0,5.347,0.93,json_import,2025-12-29 21:52:36.166
1767045456263,20.7,228.0,0.098,50.0,5.349,0.93,json_import,2025-12-29 21:57:36.263
1767045756212,20.3,227.10001,0.095,49.9,5.35,0.94,json_import,2025-12-29 22:02:36.212
1767046056824,20.2,228.10001,0.095,50.0,5.352,0.93,json_import,2025-12-29 22:07:36.824
1767046356192,20.3,229.39999,0.095,49.9,5.353,0.93,json_import,2025-12-29 22:12:36.192
1767046656214,18.2,227.8,0.083,49.9,5.354,0.96,json_import,2025-12-29 22:17:36.214
1767046956190,20.7,226.2,0.095,49.9,5.356,0.96,json_import,2025-12-29 22:22:36.190
1767047256183,20.5,226.39999,0.094,50.0,5.358,0.96,json_import,2025-12-29 22:27:36.183
1767047556211,20.6,228.7,0.094,50.0,5.36,0.96,json_import,2025-12-29 22:32:36.211
1767047856187,19.9,228.0,0.091,50.0,5.361,0.96,json_import,2025-12-29 22:37:36.187
1767048156183,17.4,226.60001,0.079,50.0,5.362,0.97,json_import,2025-12-29 22:42:36.183
1767048456219,18.0,226.39999,0.082,50.0,5.363,0.97,json_import,2025-12-29 22:47:36.219
